wo_id,vin,opened,odometer,complaint,dtc_code,procedure_id,comeback
WO-000240,VEGEV120201659,2025-11-28,133127,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000241,VEGEV120231635,2023-01-12,109079,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000242,VEGEV120211688,2024-07-01,106384,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000243,VEGEV120201659,2023-07-12,138757,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000244,VEGEV120221623,2024-02-09,139627,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000245,VEGEV120191628,2025-11-02,73039,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000246,VEGEV120201620,2024-04-25,59724,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000247,VEGEV120221694,2023-09-10,102504,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000248,VEGEV120201622,2025-04-19,85259,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000249,VEGEV120231632,2024-11-22,95402,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000250,VEGEV120191600,2023-11-10,138105,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000251,VEGEV120211674,2025-12-02,52041,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000252,VEGEV120191604,2024-04-25,139862,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000253,VEGEV120221611,2024-12-24,71594,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000254,LUM1820191328,2024-09-03,65748,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000255,LUM1820211354,2024-06-23,85939,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000256,LUM1820211380,2025-08-17,27117,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000257,LUM1820201326,2024-11-17,130960,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000258,LUM1820211316,2024-04-02,112109,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000259,LUM1820201371,2024-03-18,41455,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000260,LUM1820211381,2023-09-09,52727,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000261,LUM1820221321,2024-06-14,32129,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000262,LUM1820221339,2023-03-22,112664,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000263,LUM1820191361,2023-12-08,20770,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000264,LUM1820211356,2023-11-12,111494,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000265,LUM1820231390,2023-10-19,51558,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000266,LUM1820201315,2025-07-25,42178,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000267,LUM1820201319,2025-08-27,120421,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000268,LUM1820201326,2023-12-10,21621,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000269,LUM1820201326,2023-01-09,59833,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000270,LUM1820211389,2024-08-04,41144,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000271,LUM1820211359,2025-06-10,42032,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000272,LUM1820221305,2023-08-25,83638,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000273,LUM1820201391,2024-12-19,54659,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000274,LUM1820201362,2024-08-07,122744,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000275,LUM1820201301,2024-02-21,57483,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000276,LUM1820211393,2025-12-09,105599,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000277,LUM1820211317,2025-01-01,121507,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000278,LUM1820191318,2024-06-06,103637,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000279,LUM1820221387,2023-02-26,114221,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000280,LUM1820221395,2025-06-13,44188,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000281,LUM1820201345,2024-04-12,37870,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000282,LUM1820211347,2024-04-02,25407,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000283,LUM1820211380,2025-07-02,48369,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000284,LUM1820201363,2025-03-10,98987,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000285,LUM1820201310,2023-12-08,41448,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000286,LUM1820211381,2024-02-02,131498,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000287,LUM1820211324,2023-12-12,20367,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000288,LUM1820191378,2025-07-05,57127,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000289,LUM20T20211465,2025-07-11,28220,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000290,LUM20T20211485,2023-12-06,69653,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000291,LUM20T20221456,2025-11-12,94385,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000292,LUM20T20231410,2025-06-17,80355,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000293,LUM20T20231468,2025-03-13,99832,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000294,LUM20T20211407,2025-11-11,99842,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000295,LUM20T20211472,2025-07-12,83010,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000296,LUM20T20221417,2024-06-17,136012,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000297,LUM20T20191424,2023-11-24,78634,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000298,LUM20T20201418,2025-10-12,92728,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000299,LUM20T20221453,2024-09-08,94031,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000300,LUM20T20231433,2023-04-06,136653,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000301,LUM20T20221495,2023-04-28,129749,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000302,LUM20T20231412,2023-09-22,52970,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000303,LUM20T20191429,2025-08-08,90939,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000304,LUM20T20221414,2025-09-19,94299,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000305,LUM20T20221452,2025-02-26,77609,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000306,LUM20T20211464,2025-09-23,129910,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000307,LUM20T20221414,2025-12-17,33381,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000308,LUM20T20201487,2024-09-06,45119,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000309,LUM20T20201499,2023-03-12,121733,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000310,LUM20T20191451,2023-01-12,25470,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,true
WO-000311,LUM20T20191476,2023-08-10,35799,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000312,LUM20T20221454,2023-10-28,46424,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000313,LUM20T20191493,2024-03-12,117705,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000314,LUM20T20231497,2025-11-01,128217,Random or multiple cylinder misfire detected,P0300,PROC-IGN-COIL,false
WO-000315,FAL20T20200047,2025-12-17,66787,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000316,FAL20T20230005,2025-06-04,66627,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000317,FAL20T20190077,2023-01-22,51778,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000318,FAL20T20200024,2025-08-01,129859,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000319,FAL20T20220056,2023-01-16,34472,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000320,FAL20T20230033,2023-03-18,58015,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000321,FAL20T20220085,2024-03-19,134740,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000322,FAL20T20230088,2024-08-01,23245,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000323,FAL20T20230019,2024-09-16,134433,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000324,FAL20T20190004,2023-03-20,127255,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000325,FAL20T20230076,2024-08-06,110822,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000326,FAL20T20230050,2023-10-17,29946,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000327,FAL20T20200067,2023-05-05,97230,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000328,FAL20T20230027,2023-06-24,81310,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000329,FAL20T20210059,2024-06-11,20784,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000330,FAL20T20230061,2024-04-01,52602,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000331,FAL20T20190077,2023-11-05,115284,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000332,FAL20T20200034,2024-05-03,85536,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000333,FAL20T20230045,2025-10-17,96600,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000334,FAL20T20230089,2023-09-25,32484,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000335,FAL20T20210099,2024-11-19,103181,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000336,FAL20T20220036,2023-03-22,29441,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000337,FAL20T20190097,2024-12-12,86703,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000338,FAL20T20200031,2024-09-23,73210,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000339,FAL20T20210090,2024-11-11,135823,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000340,FAL20T20230061,2025-06-08,126065,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000341,FAL20T20190044,2023-03-07,20947,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000342,FAL20T20220085,2024-07-15,71914,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000343,FAL20T20230038,2023-10-03,38850,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000344,FAL1620230132,2025-10-18,106358,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000345,FAL1620200143,2023-04-19,30489,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000346,FAL1620200138,2025-06-15,66789,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000347,FAL1620230188,2024-12-28,28879,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000348,FAL1620200140,2023-05-09,91628,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000349,FAL1620220121,2025-05-08,112326,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000350,FAL1620210106,2024-08-07,137026,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000351,FAL1620220164,2025-02-07,51684,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000352,FAL1620190116,2025-01-03,29626,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000353,FAL1620190173,2024-12-05,20661,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000354,FAL1620190168,2025-01-21,62322,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000355,FAL1620220127,2024-06-28,118215,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000356,FAL1620220162,2024-10-22,124907,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000357,FAL1620220107,2024-01-03,102091,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000358,FAL1620220199,2024-10-13,53687,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000359,FAL1620190101,2023-06-19,105733,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000360,FAL1620220107,2024-10-23,114913,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000361,FAL1620200120,2023-01-05,47588,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000362,FAL1620210198,2023-06-27,67412,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000363,FAL1620190168,2025-10-28,92744,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000364,FAL1620190177,2025-06-08,117135,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000365,FAL1620200191,2024-01-25,104843,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000366,FAL1620210198,2025-12-15,93308,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000367,FAL1620220166,2025-05-05,53150,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000368,FAL1620230160,2023-11-26,121471,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000369,FAL1620200119,2025-04-13,119167,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000370,FAL1620210103,2025-03-04,27886,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000371,FAL1620220126,2025-03-09,99439,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000372,FAL1620200119,2023-12-28,122117,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000373,FAL1620210103,2024-12-08,77875,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000374,HER2520210227,2025-06-26,70990,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000375,HER2520200241,2023-02-22,116126,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000376,HER2520190282,2024-11-28,65964,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000377,HER2520220272,2024-07-13,106120,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000378,HER2520200228,2023-05-01,54382,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000379,HER2520200230,2023-06-07,62735,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000380,HER2520190282,2024-05-16,48391,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000381,HER2520230220,2024-05-25,37894,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000382,HER2520230236,2023-06-01,83642,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000383,HER2520230231,2023-06-22,99987,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000384,HER2520200257,2023-10-02,135717,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000385,HER2520210294,2024-01-25,121441,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000386,HER2520210223,2024-03-10,109804,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000387,HER2520230214,2023-01-05,139486,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000388,HER2520220264,2025-06-04,118474,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000389,HER2520200287,2024-02-14,64504,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000390,HER2520200285,2025-07-11,137306,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000391,HER2520200230,2023-11-23,22012,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000392,HER2520220264,2025-04-19,76426,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000393,HER2520220293,2023-01-11,28461,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000394,HER2520190215,2024-03-17,76161,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000395,HER2520200228,2025-09-05,102994,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000396,HER2520220264,2023-09-12,130044,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000397,HER2520190209,2024-04-28,135756,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000398,HER2520190209,2024-12-06,21993,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000399,HER2520200208,2023-04-17,26272,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000400,HER2520190271,2024-05-01,62691,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000401,HER2520200283,2024-09-10,91933,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000402,HER2520210252,2025-12-09,72334,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000403,HER2520210269,2024-07-05,70735,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000404,HER2520210252,2023-11-01,51338,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000405,HER2520230232,2025-10-24,69409,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000406,HER2520210225,2025-02-03,130501,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000407,MAREV120220891,2023-07-23,93206,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000408,MAREV120210882,2024-09-22,61368,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
WO-000409,MAREV120210873,2023-08-24,104846,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,false
WO-000410,MAREV120200865,2024-10-18,69793,Cylinder 1 misfire detected,P0301,PROC-IGN-COIL,true
